rank,rsId,lane,exc0,abs0,base,peakPhase,scale,srcW,srcH,bakeW,bakeH,srcGridExcessPct,material,severe
1192,0x060048DF,props,0.1198,3.135,26.168,12,4,128,128,512,512,-2.63,0,0
1193,0x06006C5C,props,0.1195,0.657,5.497,0,4,256,128,1024,512,17.88,0,0
1194,0x060038C1,doors,0.1195,1.673,14.004,15,4,32,64,128,256,-5.62,0,0
1195,0x060067DF,creatures,0.1194,0.208,1.738,4,4,256,512,1024,2048,4.13,0,0
1196,0x06005E16,props,0.1193,1.055,8.845,0,4,128,128,512,512,52.71,0,0
1197,0x06003D4D,scenery,0.1192,1.393,11.682,0,4,128,128,512,512,2.75,0,0
1198,0x0600465E,props,0.1192,0.678,5.686,8,4,128,128,512,512,-4.3,0,0
1199,0x06003943,dungeons,0.1191,0.713,5.99,0,4,128,128,512,512,23.4,0,0
1200,0x06005768,props,0.119,1.865,15.672,8,4,128,128,512,512,0.74,0,0
1201,0x06006843,dungeons,0.119,1.339,11.252,0,4,512,256,2048,1024,3.61,0,0
1202,0x06006CF4,props,0.1184,2.536,21.425,0,4,256,512,1024,2048,11.26,0,0
1203,0x060040CF,scenery,0.1182,0.804,6.803,13,4,128,256,512,1024,-4.65,0,0
1204,0x06003C5C,props,0.1181,3.301,27.954,8,4,128,128,512,512,1.9,0,0
1205,0x0600533A,doors,0.1178,0.574,4.877,1,4,32,32,128,128,8.35,0,0
1206,0x060050F0,props,0.1175,2.293,19.508,12,4,32,64,128,256,5.0,0,0
1207,0x06006CE0,props,0.1175,2.397,20.409,1,4,256,512,1024,2048,12.85,0,0
1208,0x0600432E,dungeons,0.1172,0.403,3.439,13,4,512,256,2048,1024,22.58,0,0
1209,0x0600541A,creatures,0.1171,3.697,31.58,4,4,64,128,256,512,-0.66,0,0
1210,0x06003F99,props,0.1169,2.209,18.893,8,4,128,128,512,512,5.17,0,0
1211,0x06006CE5,props,0.1168,2.766,23.684,0,4,256,512,1024,2048,11.67,0,0
1212,0x06006CFA,props,0.1167,2.499,21.412,0,4,256,512,1024,2048,12.33,0,0
1213,0x060050EC,props,0.1167,2.275,19.496,12,4,32,64,128,256,11.87,0,0
1214,0x06004754,scenery,0.1162,0.069,0.59,9,4,128,128,512,512,4.72,0,0
1215,0x0600551D,creatures,0.116,0.826,7.12,8,4,128,128,512,512,4.13,0,0
1216,0x06006C60,props,0.1159,0.643,5.55,0,4,256,128,1024,512,17.92,0,0
1217,0x06005589,props,0.1157,4.831,41.765,8,4,128,64,512,256,-0.21,0,0
1218,0x06006CCC,props,0.1154,2.441,21.152,0,4,256,512,1024,2048,11.84,0,0
1219,0x06006D65,props,0.1151,0.591,5.135,8,4,256,128,1024,512,12.31,0,0
1220,0x06003AE1,props,0.1147,1.451,12.646,12,4,32,32,128,128,0.08,0,0
1221,0x0600550D,props,0.1144,1.925,16.825,1,4,64,64,256,256,8.27,0,0
1222,0x06006BD6,scenery,0.1141,3.736,32.752,0,2,512,512,1024,1024,9.14,0,0
1223,0x060038A2,dungeons,0.114,1.122,9.839,0,4,128,128,512,512,21.59,0,0
1224,0x0600515F,props,0.1139,3.17,27.828,8,4,64,64,256,256,9.44,0,0
1225,0x06006C44,props,0.1139,0.618,5.428,0,4,256,128,1024,512,16.26,0,0
1226,0x06005794,props,0.1139,2.848,25.018,12,4,128,128,512,512,0.54,0,0
1227,0x06005516,creatures,0.1136,2.133,18.775,12,4,128,128,512,512,-7.47,0,0
1228,0x060065D9,props,0.1136,1.229,10.821,9,4,256,256,1024,1024,-0.4,0,0
1229,0x0600574F,props,0.1134,0.352,3.105,0,4,128,128,512,512,4.97,0,0
1230,0x06006CCB,props,0.1133,2.198,19.405,0,4,256,512,1024,2048,13.16,0,0
1231,0x06006D66,props,0.1131,2.342,20.704,13,4,256,512,1024,2048,8.67,0,0
1232,0x06006F84,dungeons,0.1128,1.842,16.332,0,4,512,512,2048,2048,23.92,0,0
1233,0x06006F85,dungeons,0.1128,1.842,16.332,0,4,512,512,2048,2048,23.92,0,0
1234,0x06003E0E,props,0.1128,0.411,3.645,12,4,128,128,512,512,-2.49,0,0
1235,0x06006CD8,props,0.1124,2.516,22.381,0,4,256,512,1024,2048,10.56,0,0
1236,0x06005790,props,0.1124,2.798,24.893,12,4,128,128,512,512,0.16,0,0
1237,0x0600380F,scenery,0.1122,0.347,3.095,8,4,128,256,512,1024,-6.62,0,0
1238,0x06003D83,doors,0.1118,0.468,4.18,4,4,128,128,512,512,-1.81,0,0
1239,0x06005510,creatures,0.1117,2.367,21.192,4,4,128,128,512,512,-8.62,0,0
1240,0x060048D0,scenery,0.1114,0.285,2.564,4,4,128,256,512,1024,3.36,0,0
1241,0x06006839,creatures,0.111,0.16,1.444,4,4,256,256,1024,1024,4.02,0,0
1242,0x06006C45,props,0.1108,0.567,5.117,0,4,256,128,1024,512,13.81,0,0
1243,0x060037B7,scenery,0.1108,1.157,10.446,12,4,128,128,512,512,0.11,0,0
1244,0x06005E15,props,0.1107,0.993,8.963,0,4,128,128,512,512,51.19,0,0
1245,0x06004169,dungeons,0.1106,0.313,2.83,1,4,256,256,1024,1024,2.26,0,0
1246,0x06007373,doors,0.1104,0.608,5.503,0,4,256,256,1024,1024,36.17,0,0
1247,0x06003E8E,props,0.1103,3.046,27.626,0,4,32,32,128,128,5.88,0,0
1248,0x06003846,scenery,0.1099,0.482,4.381,8,4,128,128,512,512,0.1,0,0
1249,0x06006CD9,props,0.1099,2.535,23.064,0,4,256,512,1024,2048,10.79,0,0
1250,0x0600429B,props,0.1086,1.588,14.624,0,4,64,32,256,128,13.0,0,0
1251,0x060064A3,dungeons,0.1083,0.343,3.169,1,4,128,128,512,512,51.89,0,0
1252,0x06006CDC,props,0.1078,2.264,20.997,0,4,256,512,1024,2048,11.96,0,0
1253,0x06005D0E,creatures,0.1076,0.47,4.366,1,4,64,64,256,256,13.4,0,0
1254,0x06003C49,props,0.1061,2.282,21.505,12,4,128,128,512,512,-0.37,0,0
1255,0x06003C58,props,0.106,2.662,25.122,8,4,128,128,512,512,5.43,0,0
1256,0x0600459E,props,0.1056,2.229,21.115,0,4,32,32,128,128,13.78,0,0
1257,0x0600531A,props,0.1053,1.284,12.195,8,4,64,64,256,256,7.4,0,0
1258,0x06003FFA,creatures,0.1048,0.375,3.58,8,4,64,128,256,512,10.98,0,0
1259,0x06003D79,creatures,0.1045,0.135,1.288,8,4,128,256,512,1024,-3.76,0,0
1260,0x06005A4C,creatures,0.1043,1.368,13.118,8,4,256,128,1024,512,0.51,0,0
1261,0x0600505E,props,0.1041,2.73,26.216,0,4,128,128,512,512,8.15,0,0
1262,0x06006CE3,props,0.104,2.128,20.466,1,4,256,512,1024,2048,10.78,0,0
1263,0x06006CC5,props,0.1038,2.263,21.801,0,4,256,512,1024,2048,14.56,0,0
1264,0x06006CC8,props,0.1037,2.264,21.829,0,4,256,512,1024,2048,12.72,0,0
1265,0x06006CD3,props,0.1034,2.267,21.916,13,4,256,512,1024,2048,11.42,0,0
1266,0x06006CCF,props,0.1031,1.945,18.858,1,4,256,512,1024,2048,13.99,0,0
1267,0x06006CDB,props,0.1028,2.189,21.3,0,4,256,512,1024,2048,12.85,0,0
1268,0x06006F7F,dungeons,0.1022,1.71,16.734,0,4,512,256,2048,1024,23.58,0,0
1269,0x06006BB7,creatures,0.1018,1.855,18.216,0,4,512,512,2048,2048,1.48,0,0
1270,0x0600754D,scenery,0.1016,1.306,12.851,0,2,512,512,1024,1024,0.14,0,0
1271,0x0600578E,props,0.1011,2.783,27.533,12,4,128,128,512,512,-4.14,0,0
1272,0x06003D70,dungeons,0.1009,1.776,17.595,1,4,128,128,512,512,20.03,0,0
1273,0x06006CDA,props,0.1007,1.969,19.554,1,4,256,512,1024,2048,9.88,0,0
1274,0x06005523,creatures,0.0996,0.448,4.498,0,4,128,256,512,1024,1.26,0,0
1275,0x06003CFD,creatures,0.0989,1.421,14.374,13,4,128,128,512,512,5.67,0,0
1276,0x06006F4D,creatures,0.0988,0.419,4.241,1,4,256,256,1024,1024,21.6,0,0
1277,0x0600384A,scenery,0.0986,0.438,4.445,0,4,128,128,512,512,0.98,0,0
1278,0x0600649F,dungeons,0.0984,0.425,4.315,8,4,128,128,512,512,11.31,0,0
1279,0x06003D4E,creatures,0.0981,1.772,18.061,8,4,256,256,1024,1024,0.5,0,0
1280,0x06005060,props,0.0974,1.934,19.859,8,4,128,128,512,512,7.27,0,0
1281,0x060042A0,dungeons,0.0971,1.29,13.282,4,4,128,128,512,512,4.75,0,0
1282,0x06006CF9,props,0.0971,1.833,18.879,1,4,256,512,1024,2048,14.75,0,0
1283,0x06004660,props,0.0971,2.512,25.877,0,4,128,128,512,512,7.86,0,0
1284,0x060067DE,creatures,0.0966,0.701,7.26,4,4,256,512,1024,2048,6.8,0,0
1285,0x06006C52,props,0.0966,0.485,5.017,0,4,256,128,1024,512,15.36,0,0
1286,0x06006A11,creatures,0.0964,0.379,3.934,8,4,512,512,2048,2048,3.08,0,0
1287,0x06006CC1,props,0.096,2.068,21.548,1,4,256,512,1024,2048,10.05,0,0
1288,0x0600459A,props,0.096,1.924,20.047,8,4,128,128,512,512,0.78,0,0
1289,0x06005798,props,0.0958,2.476,25.852,0,4,128,128,512,512,-0.52,0,0
1290,0x06003F55,dungeons,0.0954,1.503,15.75,0,4,256,256,1024,1024,13.35,0,0
1291,0x0600541E,doors,0.0953,0.9,9.44,13,4,32,128,128,512,8.25,0,0
1292,0x06005769,props,0.0952,0.852,8.952,9,4,128,64,512,256,-4.71,0,0
1293,0x06003878,scenery,0.0952,1.027,10.794,1,4,128,256,512,1024,0.21,0,0
1294,0x06006CE8,props,0.0941,1.999,21.243,1,4,256,512,1024,2048,11.66,0,0
1295,0x06006CDF,props,0.094,2.398,25.507,0,4,256,512,1024,2048,10.37,0,0
1296,0x06005420,doors,0.0939,0.759,8.092,4,4,128,32,512,128,9.34,0,0
1297,0x06006A9D,scenery,0.0938,1.062,11.326,12,4,256,256,1024,1024,7.51,0,0
1298,0x06007376,dungeons,0.0933,0.267,2.866,0,4,256,256,1024,1024,5.85,0,0
1299,0x06005F1D,scenery,0.0931,0.25,2.688,1,4,256,128,1024,512,91.48,0,0
1300,0x06006CD5,props,0.0931,2.046,21.99,0,4,256,512,1024,2048,10.37,0,0
1301,0x06003DC5,props,0.0928,3.296,35.509,12,4,128,64,512,256,1.78,0,0
1302,0x06003DC1,props,0.0927,2.327,25.112,9,4,128,128,512,512,1.55,0,0
1303,0x060047DE,props,0.0926,2.671,28.844,0,4,64,128,256,512,8.63,0,0
1304,0x06004FFE,props,0.0922,1.055,11.437,0,4,128,128,512,512,6.51,0,0
1305,0x06003ABE,props,0.0919,1.222,13.297,8,4,32,32,128,128,47.38,0,0
1306,0x0600480E,dungeons,0.0918,0.561,6.109,8,4,256,256,1024,1024,8.05,0,0
1307,0x06004039,creatures,0.0911,0.173,1.898,1,4,128,128,512,512,102.86,0,0
1308,0x06007378,scenery,0.0911,0.301,3.308,0,4,256,256,1024,1024,7.18,0,0
1309,0x06006D64,props,0.0907,0.494,5.44,0,4,256,128,1024,512,15.99,0,0
1310,0x06005572,props,0.0906,1.668,18.417,9,4,64,16,256,64,,0,0
1311,0x0600380D,scenery,0.09,0.397,4.417,12,4,128,64,512,256,-3.63,0,0
1312,0x06006A0F,props,0.0898,0.32,3.564,8,4,512,512,2048,2048,3.25,0,0
1313,0x06005524,creatures,0.0893,0.352,3.942,8,4,128,256,512,1024,1.25,0,0
1314,0x06004165,dungeons,0.0886,0.23,2.593,1,4,256,256,1024,1024,1.66,0,0
1315,0x06006CCD,props,0.0882,1.718,19.488,1,4,256,512,1024,2048,13.31,0,0
1316,0x06006CED,props,0.0881,1.984,22.531,1,4,256,512,1024,2048,10.21,0,0
1317,0x0600649D,dungeons,0.088,0.194,2.203,5,4,128,128,512,512,9.93,0,0
1318,0x06007379,scenery,0.0874,0.275,3.149,0,4,256,256,1024,1024,6.59,0,0
1319,0x06006A10,props,0.0869,0.291,3.349,8,4,512,512,2048,2048,3.15,0,0
1320,0x06006CF7,props,0.0865,1.466,16.961,1,4,256,512,1024,2048,9.51,0,0
1321,0x06004166,dungeons,0.0864,0.114,1.314,8,4,256,256,1024,1024,3.87,0,0
1322,0x060064A7,dungeons,0.0862,0.235,2.725,1,4,128,128,512,512,42.31,0,0
1323,0x060069D6,creatures,0.0857,2.468,28.799,13,4,64,128,256,512,-3.66,0,0
1324,0x06006054,dungeons,0.085,0.115,1.352,8,4,256,256,1024,1024,4.53,0,0
1325,0x06003B67,creatures,0.085,1.75,20.592,13,4,128,128,512,512,2.51,0,0
1326,0x06007375,dungeons,0.0847,0.217,2.558,0,4,256,256,1024,1024,6.13,0,0
1327,0x06004883,scenery,0.0845,1.042,12.334,0,4,128,256,512,1024,41.83,0,0
1328,0x06006055,dungeons,0.0844,0.107,1.266,8,4,256,256,1024,1024,8.55,0,0
1329,0x06004810,dungeons,0.0843,0.338,4.011,8,4,256,256,1024,1024,12.76,0,0
1330,0x06003F70,creatures,0.0842,0.629,7.468,0,4,128,128,512,512,20.39,0,0
1331,0x06006CCA,props,0.084,1.618,19.264,1,4,256,512,1024,2048,14.56,0,0
1332,0x06006C42,props,0.0836,0.409,4.896,1,4,256,128,1024,512,15.56,0,0
1333,0x06003CF9,creatures,0.0832,0.545,6.553,5,4,128,128,512,512,-7.86,0,0
1334,0x06003DA3,dungeons,0.0832,1.326,15.945,1,4,128,128,512,512,19.48,0,0
1335,0x06004656,props,0.0831,2.731,32.848,12,4,128,128,512,512,0.35,0,0
1336,0x06003F77,scenery,0.0831,1.766,21.254,8,4,32,128,128,512,-0.88,0,0
1337,0x06006C51,props,0.0828,0.411,4.962,8,4,256,128,1024,512,15.03,0,0
1338,0x060051FB,doors,0.0828,1.924,23.249,0,4,128,128,512,512,0.35,0,0
1339,0x06006982,scenery,0.0826,0.273,3.306,8,4,128,128,512,512,-0.28,0,0
1340,0x06005D58,scenery,0.0816,1.075,13.169,1,4,256,128,1024,512,63.27,0,0
1341,0x06006CEC,props,0.0815,1.706,20.925,1,4,256,512,1024,2048,12.04,0,0
1342,0x06006CD7,props,0.0814,1.467,18.024,1,4,256,512,1024,2048,13.31,0,0
1343,0x06006C48,props,0.0812,0.446,5.49,4,4,256,128,1024,512,10.1,0,0
1344,0x06003886,creatures,0.081,0.069,0.858,8,4,256,256,1024,1024,0.64,0,0
1345,0x0600541C,creatures,0.0806,1.015,12.598,13,4,128,128,512,512,-0.84,0,0
1346,0x06005F3B,props,0.0801,0.199,2.488,12,4,128,128,512,512,29.68,0,0
1347,0x060040D1,scenery,0.0801,0.795,9.921,8,4,32,128,128,512,3.47,0,0
1348,0x06006A9A,creatures,0.0798,0.568,7.112,8,4,128,128,512,512,-2.82,0,0
1349,0x060048BB,props,0.0795,0.181,2.28,12,4,64,64,256,256,69.82,0,0
1350,0x060054EE,props,0.0795,3.545,44.609,4,4,128,128,512,512,-0.62,0,0
1351,0x060064CC,props,0.0794,0.135,1.703,15,4,128,128,512,512,22.75,0,0
1352,0x0600378E,scenery,0.0788,0.79,10.02,12,4,128,128,512,512,8.11,0,0
1353,0x0600551E,creatures,0.0787,0.605,7.681,9,4,128,128,512,512,5.0,0,0
1354,0x0600487F,dungeons,0.0787,0.719,9.135,1,4,128,128,512,512,27.66,0,0
1355,0x06007374,dungeons,0.0771,0.221,2.871,8,4,256,256,1024,1024,9.7,0,0
1356,0x06003D3E,props,0.0769,0.241,3.134,12,4,32,32,128,128,66.83,0,0
1357,0x06005ADC,props,0.0769,0.451,5.861,12,4,256,256,1024,1024,9.2,0,0
1358,0x0600656D,creatures,0.0769,0.161,2.092,8,4,128,128,512,512,3.22,0,0
1359,0x06003F96,props,0.0768,0.724,9.428,8,4,64,64,256,256,44.64,0,0
1360,0x06006CEB,props,0.0766,1.574,20.533,13,4,256,512,1024,2048,11.2,0,0
1361,0x06006CF8,props,0.0765,1.248,16.327,1,4,256,512,1024,2048,13.83,0,0
1362,0x06003B38,props,0.0764,1.347,17.62,9,4,64,128,256,512,4.1,0,0
1363,0x06006C77,props,0.0763,1.707,22.371,13,4,256,512,1024,2048,9.95,0,0
1364,0x0600401C,dungeons,0.0763,0.863,11.306,4,4,64,128,256,512,18.73,0,0
1365,0x06003C52,doors,0.0755,2.05,27.153,12,4,128,128,512,512,7.36,0,0
1366,0x06004167,dungeons,0.0752,0.097,1.291,8,4,256,256,1024,1024,6.58,0,0
1367,0x06006CC9,props,0.075,1.455,19.4,13,4,256,512,1024,2048,10.89,0,0
1368,0x0600492C,scenery,0.075,1.884,25.14,8,4,16,32,64,128,,0,0
1369,0x06006CC4,props,0.0749,1.573,21.002,1,4,256,512,1024,2048,11.71,0,0
1370,0x06003AA2,props,0.0741,0.716,9.667,8,4,32,32,128,128,11.28,0,0
1371,0x06003887,creatures,0.0739,0.29,3.93,0,4,256,256,1024,1024,0.67,0,0
1372,0x06006CC3,props,0.0736,1.408,19.129,13,4,256,512,1024,2048,9.88,0,0
1373,0x06003B94,props,0.0735,0.525,7.14,9,4,64,64,256,256,53.02,0,0
1374,0x06005521,creatures,0.0731,0.385,5.259,12,4,64,64,256,256,-4.98,0,0
1375,0x06006CF6,props,0.0731,0.945,12.938,1,4,256,512,1024,2048,16.94,0,0
1376,0x06003AE3,scenery,0.0727,2.563,35.242,4,4,128,128,512,512,-1.06,0,0
1377,0x06006CDE,props,0.0727,1.581,21.748,13,4,256,512,1024,2048,11.49,0,0
1378,0x0600506F,props,0.0724,0.983,13.575,1,4,32,64,128,256,23.48,0,0
1379,0x060054DC,props,0.0723,0.367,5.078,8,4,64,128,256,512,10.41,0,0
1380,0x06005E10,props,0.0716,0.822,11.476,1,4,64,128,256,512,60.39,0,0
1381,0x06005A6A,props,0.0707,1.646,23.29,0,4,128,256,512,1024,13.98,0,0
1382,0x06003F6E,creatures,0.0705,0.609,8.642,4,4,128,128,512,512,4.43,0,0
1383,0x06003F65,creatures,0.0704,1.82,25.835,5,4,32,32,128,128,-4.88,0,0
1384,0x0600483F,props,0.0704,0.527,7.482,12,4,32,32,128,128,43.97,0,0
1385,0x06007000,creatures,0.0702,0.194,2.759,0,4,256,256,1024,1024,2.41,0,0
1386,0x06003849,scenery,0.0698,0.236,3.386,13,4,128,128,512,512,14.47,0,0
1387,0x0600424F,dungeons,0.0698,1.589,22.771,8,4,64,64,256,256,1.18,0,0
1388,0x060062C5,scenery,0.0693,0.124,1.792,15,4,128,128,512,512,3.21,0,0
1389,0x06003E75,scenery,0.0687,1.47,21.394,5,4,32,64,128,256,-6.86,0,0
1390,0x06003873,scenery,0.0682,1.062,15.56,8,4,128,256,512,1024,1.26,0,0
1391,0x060037EE,scenery,0.0682,0.674,9.894,4,4,128,256,512,1024,4.44,0,0
1392,0x06003854,scenery,0.068,0.941,13.832,12,4,128,256,512,1024,5.67,0,0
1393,0x06004902,props,0.0674,1.711,25.382,4,4,128,128,512,512,0.22,0,0
1394,0x06004737,props,0.0671,0.269,4.002,4,4,128,128,512,512,14.21,0,0
1395,0x060048DA,creatures,0.067,0.64,9.547,12,4,32,64,128,256,-19.55,0,0
1396,0x060065F8,scenery,0.0669,1.275,19.05,8,4,128,128,512,512,12.17,0,0
1397,0x06003855,scenery,0.0668,1.279,19.144,0,4,256,256,1024,1024,0.13,0,0
1398,0x06006CEA,props,0.0668,1.308,19.577,13,4,256,512,1024,2048,12.08,0,0
1399,0x06003D39,scenery,0.0666,0.025,0.382,0,4,256,256,1024,1024,-0.09,0,0
1400,0x06003B65,creatures,0.0661,1.85,27.992,13,4,64,128,256,512,13.88,0,0
1401,0x06006CD2,props,0.0659,1.295,19.659,13,4,256,512,1024,2048,9.06,0,0
1402,0x0600564A,doors,0.0658,1.496,22.745,13,4,128,128,512,512,2.68,0,0
1403,0x060064F1,creatures,0.0653,1.21,18.514,12,4,128,256,512,1024,3.48,0,0
1404,0x06006CE4,props,0.0653,1.264,19.357,1,4,256,512,1024,2048,10.45,0,0
1405,0x06006CE2,props,0.0646,0.865,13.386,1,4,256,512,1024,2048,12.91,0,0
1406,0x060046E6,props,0.0644,0.217,3.374,13,4,128,128,512,512,9.46,0,0
1407,0x06003A20,props,0.0643,0.628,9.76,8,4,32,32,128,128,-21.73,0,0
1408,0x0600552A,creatures,0.0643,0.238,3.706,4,4,256,256,1024,1024,8.47,0,0
1409,0x06006CCE,props,0.0641,1.396,21.767,13,4,256,512,1024,2048,9.03,0,0
1410,0x0600683B,creatures,0.0637,0.076,1.191,4,4,256,256,1024,1024,3.21,0,0
1411,0x06005F22,scenery,0.0636,0.246,3.859,0,4,256,128,1024,512,82.07,0,0
1412,0x06003A61,doors,0.0636,0.59,9.274,13,4,128,128,512,512,4.91,0,0
1413,0x0600641A,scenery,0.0631,0.245,3.886,12,4,64,256,256,1024,9.24,0,0
1414,0x06003F3C,scenery,0.0629,0.092,1.468,1,4,32,64,128,256,29.81,0,0
1415,0x060050A3,props,0.0616,0.956,15.508,1,4,32,64,128,256,4.63,0,0
1416,0x0600660A,creatures,0.0615,0.133,2.165,4,4,64,64,256,256,3.74,0,0
1417,0x06004395,props,0.0613,0.456,7.442,8,4,64,128,256,512,-2.42,0,0
1418,0x06007377,scenery,0.0607,0.2,3.298,0,4,256,256,1024,1024,2.42,0,0
1419,0x06006E01,scenery,0.06,0.924,15.413,5,4,128,256,512,1024,2.31,0,0
1420,0x06005D10,creatures,0.0598,0.278,4.659,1,4,64,64,256,256,14.17,0,0
1421,0x06006E02,scenery,0.0594,1.01,17.015,5,4,128,256,512,1024,1.65,0,0
1422,0x06006A54,doors,0.0585,0.153,2.622,15,4,32,512,128,2048,65.12,0,0
1423,0x06007501,creatures,0.0563,0.145,2.572,4,4,512,512,2048,2048,2.9,0,0
1424,0x06005E05,scenery,0.0561,0.147,2.624,13,4,128,128,512,512,5.57,0,0
1425,0x06006CD1,props,0.0554,0.948,17.101,1,4,256,512,1024,2048,10.32,0,0
1426,0x06004168,dungeons,0.0545,0.063,1.161,5,4,256,256,1024,1024,7.74,0,0
1427,0x06003DB2,dungeons,0.0543,0.275,5.066,12,4,128,128,512,512,2.81,0,0
1428,0x06006D50,dungeons,0.0543,0.354,6.515,13,4,512,512,2048,2048,6.87,0,0
1429,0x06006841,creatures,0.0541,0.112,2.061,4,4,256,256,1024,1024,3.28,0,0
1430,0x06003AE5,props,0.054,2.111,39.107,8,4,32,32,128,128,1.22,0,0
1431,0x06004696,scenery,0.0538,1.478,27.481,4,4,32,32,128,128,4.53,0,0
1432,0x06005290,props,0.0533,1.279,23.989,5,4,128,128,512,512,0.15,0,0
1433,0x06007002,creatures,0.0531,0.588,11.077,13,4,256,128,1024,512,9.36,0,0
1434,0x06003D34,scenery,0.0529,0.129,2.448,1,4,64,64,256,256,8.25,0,0
1435,0x06004597,creatures,0.052,0.788,15.137,8,4,64,128,256,512,3.17,0,0
1436,0x06003DC3,props,0.052,1.025,19.724,13,4,128,64,512,256,7.87,0,0
1437,0x06006C64,props,0.0516,0.26,5.048,13,4,256,128,1024,512,16.91,0,0
1438,0x0600660D,creatures,0.0515,0.082,1.599,1,4,256,256,1024,1024,2.59,0,0
1439,0x0600380E,scenery,0.0513,0.154,3.006,0,4,128,128,512,512,3.89,0,0
1440,0x06006D4B,dungeons,0.0511,0.177,3.459,1,4,512,512,2048,2048,7.07,0,0
1441,0x06003946,scenery,0.0509,1.849,36.329,5,4,16,64,64,256,,0,0
1442,0x06006665,creatures,0.0508,0.347,6.832,4,4,256,256,1024,1024,4.04,0,0
1443,0x06005529,creatures,0.0507,0.133,2.63,13,4,128,128,512,512,39.4,0,0
1444,0x060048D4,props,0.0507,0.754,14.883,9,4,32,32,128,128,43.38,0,0
1445,0x06006A04,dungeons,0.0499,0.248,4.972,13,4,512,512,2048,2048,6.8,0,0
1446,0x06005750,props,0.0499,0.21,4.202,12,4,256,256,1024,1024,4.1,0,0
1447,0x06006813,scenery,0.0498,0.135,2.718,4,4,128,128,512,512,-6.36,0,0
1448,0x06003F98,props,0.0496,1.08,21.784,8,4,128,128,512,512,-9.79,0,0
1449,0x06003EB4,props,0.0491,0.634,12.922,4,4,32,32,128,128,7.84,0,0
1450,0x06006605,creatures,0.0488,0.078,1.595,9,4,256,256,1024,1024,27.52,0,0
1451,0x06006FFD,props,0.0484,0.095,1.969,0,4,256,256,1024,1024,-1.11,0,0
1452,0x06003D33,scenery,0.0482,0.091,1.89,1,4,128,128,512,512,7.26,0,0
1453,0x060042D3,creatures,0.0482,0.332,6.896,8,4,64,64,256,256,32.33,0,0
1454,0x06006D68,props,0.0481,1.063,22.109,1,4,256,512,1024,2048,12.09,0,0
1455,0x06006611,creatures,0.0471,0.134,2.857,9,4,256,256,1024,1024,21.83,0,0
1456,0x060048D2,props,0.0469,0.715,15.228,9,4,32,32,128,128,48.78,0,0
1457,0x06005520,creatures,0.0466,0.915,19.631,12,4,128,128,512,512,1.37,0,0
1458,0x06005E8E,props,0.0463,0.075,1.627,15,4,32,32,128,128,136.89,0,0
1459,0x060037B5,scenery,0.0458,1.009,22.006,8,4,64,64,256,256,-9.66,0,0
1460,0x0600416E,dungeons,0.0456,0.057,1.251,1,4,256,256,1024,1024,3.2,0,0
1461,0x0600683D,creatures,0.0456,0.057,1.251,1,4,256,256,1024,1024,3.2,0,0
1462,0x06005637,doors,0.0454,1.541,33.959,8,4,128,128,512,512,-0.38,0,0
1463,0x060045B0,props,0.0447,1.079,24.147,13,4,32,32,128,128,3.54,0,0
1464,0x060037D1,scenery,0.0444,0.211,4.744,12,4,32,64,128,256,-12.49,0,0
1465,0x0600424D,scenery,0.0443,0.68,15.364,5,4,128,128,512,512,16.3,0,0
1466,0x06006789,scenery,0.044,0.656,14.929,12,4,32,128,128,512,17.2,0,0
1467,0x060037F5,doors,0.0439,0.035,0.802,0,4,256,256,1024,1024,4.74,0,0
1468,0x060050E1,doors,0.0434,0.134,3.081,8,4,64,128,256,512,-4.96,0,0
1469,0x06003FA9,creatures,0.0434,0.308,7.112,9,4,256,256,1024,1024,-2.5,0,0
1470,0x0600660C,creatures,0.0431,0.032,0.749,8,4,128,256,512,1024,-2.53,0,0
1471,0x06003BE1,props,0.0426,0.727,17.066,4,4,32,32,128,128,75.07,0,0
1472,0x06006CC7,props,0.042,0.735,17.526,13,4,256,512,1024,2048,9.68,0,0
1473,0x06003C5A,props,0.0412,0.756,18.34,5,4,128,128,512,512,-4.21,0,0
1474,0x0600384D,scenery,0.0406,0.129,3.186,9,4,128,128,512,512,13.96,0,0
1475,0x06005528,creatures,0.0406,0.178,4.388,12,4,64,64,256,256,2.49,0,0
1476,0x0600386C,scenery,0.0402,1.32,32.878,9,4,64,64,256,256,11.94,0,0
1477,0x06004516,scenery,0.0401,1.15,28.667,4,4,128,64,512,256,-6.42,0,0
1478,0x06006CE7,props,0.0396,0.687,17.345,13,4,256,512,1024,2048,11.0,0,0
1479,0x0600683F,creatures,0.0377,0.066,1.739,5,4,256,256,1024,1024,3.73,0,0
1480,0x06003FA8,creatures,0.0375,0.316,8.427,9,4,256,256,1024,1024,-2.5,0,0
1481,0x060037B6,scenery,0.0372,0.152,4.077,4,4,256,256,1024,1024,-2.45,0,0
1482,0x0600728E,dungeons,0.0367,0.551,15.03,13,4,256,256,1024,1024,14.52,0,0
1483,0x060037BE,scenery,0.0364,0.44,12.07,4,4,256,256,1024,1024,8.08,0,0
1484,0x0600551F,creatures,0.0364,0.617,16.956,9,4,128,128,512,512,-1.04,0,0
1485,0x060037CE,scenery,0.0363,0.157,4.331,13,4,128,128,512,512,5.95,0,0
1486,0x06006BA7,doors,0.0357,0.25,7.0,3,4,32,512,128,2048,68.52,0,0
